,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
1455,gp:AOqpTOGwKM30aUDsU-qogRimIRuW5JVtzaERaf7oovritLlHwXnf2DqBIAq-qWheM6gV03wl6rfEIuJvSO4CyQ,Barsha Priyadarsini Sahoo,https://play-lh.googleusercontent.com/a/AATXAJwNaUAMQHure7Qd-TGb7EgVoR95CE77ODctjrdY=mo,It's good,4,0,4.1.25,2021-11-17 18:00:45,,
1456,gp:AOqpTOEoAq69-CPiWaf59SV_73pZ_63lQSWAhNtcyNPhmvrFcsHmu1cIQTsWNFoDMqUNQ1ausKjtamx3cDMMnA,Shamba,https://play-lh.googleusercontent.com/a/AATXAJzLno84P-P7tacWFIH0ni65fdd3wEDiCCYoXECY=mo,This is the Very bad app in playstore.When I am going to check my account balance after taking a long time always writes verify Ur device And Customer service center also not responding.,1,0,,2021-11-17 17:59:23,"Sorry to hear that, Shamba. We're here to assist you. Request you to share the screenshot of the error via link https://support.phonepe.com/. We assure you to get it resolved at the earliest. ^JP
",2021-11-17 18:06:10
1457,gp:AOqpTOG1USz7L20zTayAycv3vKXVjOIeYOUSN1rTT7O_7dnjMoDpphP6ExGii4dyyxdm0doPuI5haN69F4qVQA,Debojit Halder,https://play-lh.googleusercontent.com/a-/AOh14GgFwsLnjI4EHIAI9ek1fV-_1LzTDrxrpHmq8Edrg2o,Better than GP,5,0,4.1.25,2021-11-17 17:59:04,,
1458,gp:AOqpTOEdIpiytL68CjRWXv9-kMCVQtp2XH4JHPo9rUpY6f_ANRHsvK2FGIOpjIv5nuB48d3oPxiqm-NCvvNmVQ,Toheed Mukhtar,https://play-lh.googleusercontent.com/a/AATXAJzaW360ECOqmK8GgCq7LLdcWSwp4v_H-jUQm-8d=mo,Nice,5,0,4.1.24,2021-11-17 17:58:51,,
1459,gp:AOqpTOFEotTQsQBDwBoXsVrE2Y8iCp7Jijc5E4voszLdTXNYJLMLHaXVX-_mAuZJxUc4WckS87mEiqoRTkwyOQ,Gold Mines,https://play-lh.googleusercontent.com/a-/AOh14GhPXIhSVQihdsOYbicGNvgYo-5KlufgnB4JyDznfA,Excellent,5,0,4.1.25,2021-11-17 17:57:39,,
1460,gp:AOqpTOH6Rtg1bdw1zgF-XAT_6rpwhvlWyEt2aHXfPsnW9tOR1cKJUZzjb9cplTyYfHpw0TCoYhAaP20AW5Vy9A,Dhiraj Kumar,https://play-lh.googleusercontent.com/a/AATXAJyezI8-Q-htNYk4M7xe15O6obAJCrub7rBT0NLE=mo,Good,4,0,4.1.22,2021-11-17 17:57:20,,
1461,gp:AOqpTOEZHx_V7Dj1wTZk8cLcci7m2B_Cl7Bt28t2Xs3E9-_93Y6TXMxImAAW5BZ4784dp_0_079mOBEuIZS4Aw,Md Mateen,https://play-lh.googleusercontent.com/a-/AOh14GgyUqYWJu8ihRTM_7Wg6kNrEMIafnpcE3W5BDst,Very bad since 3 months not working,1,0,4.1.25,2021-11-17 17:57:18,"Hi Mateen, we apologize for the inconvenience. Please share your feedback in detail, as it is important for us to provide the best customer experience to our users. Please contact us via our in-app support channel. ^JP
",2021-11-17 18:06:58
1462,gp:AOqpTOHXrwHxEbwnqUc7dVohSs-5fwmDAwmCj3O6VZaAxGoUbJT_u8zB8O3LJ_KnLVtQS7MRVGx__5ooMxtkuQ,Kirana c Bharatiya,https://play-lh.googleusercontent.com/a-/AOh14Gj93Y4dl1hvb2eWv2fjyORyt_ITMuyOZ99V_YcVz1o,Its teaking plartfom charge Now this app well be go dow uers living this app,1,0,4.1.25,2021-11-17 17:57:01,,
1463,gp:AOqpTOHv-rz07b-QOZ322Rlu2Yz6QdSs_5G_6H0Qj_uNdr4e4NCjqu0r9fER7_ASs8pUoJo21okiuikrvujLsQ,sakir vora,https://play-lh.googleusercontent.com/a-/AOh14GiOKSqi1s1gR5HuBFJxGS2_fC7B6qIgO5SpZYH5aA,Very good app,4,0,4.1.22,2021-11-17 17:56:44,,
1464,gp:AOqpTOFAZq9B_ze3QUgM7CfrtSpPqseFjLM-NSNQ-1OjXQNtbdOLLWIVu-Jt3KcJAiOYZipXX8XTyfvkatyddw,Sonu kumar Kumar Sonu,https://play-lh.googleusercontent.com/a/AATXAJxd8Wnef7qe9A6mVtlW5_F9HnaKSJSNiU74EQOQ=mo,शिव चंद्र पासवान,5,0,4.1.25,2021-11-17 17:56:41,,
1465,gp:AOqpTOEUK9mQKa3i3lWYcTlA5tl1NonUuXP_vg9snIHrZFEM4X1LSX-hehHT8MjRX-H6uH3WHu0e0r6xYYypkQ,Taque Ahmad Siddique,https://play-lh.googleusercontent.com/a-/AOh14GhVcNoJ3a5Bm2jn-XlUb3LtJGFAWD1qOBNZGTRRNQ,Fast translation,5,0,4.1.25,2021-11-17 17:56:39,,
1466,gp:AOqpTOHHBUpw4kgZazev-4hb8q42XBmLEdWrTRV9bWU3aMRJp-YGUwNaR6MY7wRAbAlS3X2Q838UlPCNFCvD1g,Surya Teja,https://play-lh.googleusercontent.com/a-/AOh14GiOa_CfoWcTMzV27mog1z80-rTOOxJyQuYeOuoPTkE,Very useful and contact less paying,5,0,4.1.24,2021-11-17 17:55:16,,
1467,gp:AOqpTOHiYYGtvbteLnt5Vduu_NqY-1PpOxulDGGXd-PgiqbwoFLlOR2AyaWa7nAcWpzft2uJ097M0jMVOvwyuA,Sanket Mudgal,https://play-lh.googleusercontent.com/a-/AOh14GiB50bdLpCcqkP7A6j_1kBGkvB_VU8Jkwm47TJ6Jg,Some time translation processing,5,0,4.1.25,2021-11-17 17:54:52,"We understand your concern, Sanket. Transactions are usually completed instantly. But sometimes it might get delayed depending on the operator or bank's server. Please allow us to look into your transactions. Contact us via in-app support. We'll look into it on priority. ^JP
",2021-11-17 17:52:23
1468,gp:AOqpTOELgEzR-2Ge9eg536nE37Sph3yZKbJCTJuiQ7vfH281HbRmPQPa9i842GuNCuMqreBeRGzSJtykyjqewQ,Ramesh Rathod,https://play-lh.googleusercontent.com/a/AATXAJye4EvrygTZp8S76ZqCXZ0gYz5p2OMTfY0n1I1D=mo,Good,5,0,,2021-11-17 17:54:20,,
1469,gp:AOqpTOGDbTj_VsD4YGeZh_a8mEKXDMZgGfKLJnTvGuIx6lcM9WkQQrbS-RZHz0aCBGEfZ9WNzz-Q-N9S7CJ0gg,Tahseem Ahmed,https://play-lh.googleusercontent.com/a-/AOh14GixIYwmZtM9757InkJwEWzvVnhvvP8p-74nyWI5Zg,Osm,5,0,4.1.25,2021-11-17 17:53:54,,
1470,gp:AOqpTOFgSIpOiw0MTSAXl9GoE2k7h25e10Xe7Q8Rd87mrkShuzVmK6L1HIXsuYt2UsTRHZ6td2Lz_0oDKuICow,Vikas Thakur,https://play-lh.googleusercontent.com/a-/AOh14GiA_xtmiR3EvrXYIgRd7Ioq62IY_lHJW6iP1Oym4Q,Verry bad,1,0,4.1.25,2021-11-17 17:53:51,"Hi Vikas, we apologize for the inconvenience. Please share your feedback in detail, as it is important for us to provide the best customer experience to our users. Please contact us via our in-app support channel. ^JP
",2021-11-17 18:19:12
1471,gp:AOqpTOFtiNnMMVtOootUQjXTjNJU8Ul_QKYvncsQOu8lYJY-7fzys_J-0YlGsnRiLoTzQ-KlsFgDEV_l7HIZvg,Arun kumar mehto,https://play-lh.googleusercontent.com/a-/AOh14Gi46aYwvqN5g3LMUIOlf6H3IOHixGBCYL2Vwa09jA,Nice application,5,0,4.1.25,2021-11-17 17:53:10,,
1472,gp:AOqpTOE1uNZOGufXoR3Xse4W_mCtbGUo8piotfH3mbU8CLUrBMFuQKv1HWNHXgg8t-0SUiQcD7C7owAE4_RPJg,ashok kumar,https://play-lh.googleusercontent.com/a-/AOh14GhAzDowXSP0E7Gqy2Cxwq4412XGccYmbuqauQGgjg,Good,5,0,4.1.26,2021-11-17 17:52:44,,
1473,gp:AOqpTOFvzhskQdjK6lmJdRVByKt7WspwlbADdMT7m-XcWSCCFycmbSAChqwCvZm__aZE7HMD9bzAy5WmHg37GA,raghvendra singh,https://play-lh.googleusercontent.com/a/AATXAJwLd7dsYd2qjY5ELQNV-btwQi1suRxHPLQ-EjD9=mo,एक दम मस्त है भाई,5,0,4.1.14,2021-11-17 17:52:24,,
1474,gp:AOqpTOHrPDz4S3-pScjzzKZsaRQQp37pqDXo87Uty0zzj0lxL0N4yeKHPh_WIEnahQKUFno6T-lYBtGA5ewrBw,Saminur Islam,https://play-lh.googleusercontent.com/a/AATXAJzEUiwy8ckE6iacUezh3ILODYAuSD0ANJVctpsu=mo,Good,5,0,4.1.25,2021-11-17 17:51:58,,
1475,gp:AOqpTOFTo_WveZE1PKvJT8AyKrfM0yURIOsfYPNi4JqBjL6fpk0IhyF2ZhonXuE7KhGoU0apYB7ztqVDRenrTw,Dilip Singh Rajput,https://play-lh.googleusercontent.com/a-/AOh14GgKAaDymwxxq1IObtyJhweYKrlrR1hv3XC-LSGPeA,Very nice apps,1,0,4.1.25,2021-11-17 17:51:25,"Hi Dilip! Thank you for the review. We would like to know the reason behind this low rating. This will help us in improving our service and give you a better experience. ^JP
",2021-11-17 18:19:47
1476,gp:AOqpTOGTZ_hzCyy9AxtKObR0XXkUpLnckRmtF0qE4ZfFXln-TQvwe1QpDCap7oIfPEnAre5R9XJYAdjk5XwN-Q,Dinesh Mahato,https://play-lh.googleusercontent.com/a/AATXAJwfYe899RSDh2z06epqYXHPbWIKnLm5sBlS6658=mo,Thanks for app,5,0,4.1.25,2021-11-17 17:50:35,,
1477,gp:AOqpTOF-ng3WyvEgBUQ2GS3SDPJ5wDumEACZIlxTu32gsQAIEOpgG8JMuX14DXbSmmIJj71-2Ht9AM8ZWmZ-BQ,Taresing Bhuriya,https://play-lh.googleusercontent.com/a-/AOh14GgrQofEvMjXfdfNo98y9b7X2gM7nivyQj8GucRcVw,Good,4,0,,2021-11-17 17:49:04,,
1478,gp:AOqpTOHW8lFbCa1Iara-BFUzcnEwp_IacG7YmlR1z2DAeUhMn_gKnkoTXwy7l8JW1CGzGJMOqtqshgHZv-yhBg,Darshan Tarware,https://play-lh.googleusercontent.com/a/AATXAJyxZmi7ccApZL2UiTYCrhH8EVwF31KeSvMNvq2J=mo,Bad app my account number and phone number is different but this app have only one number,1,0,,2021-11-17 17:48:52,"Sorry to hear that, Darshan. We're here to assist you. Request you to share the screenshot of the error via link https://support.phonepe.com/. We assure you to get it resolved at the earliest. ^JP
",2021-11-17 17:54:59
1479,gp:AOqpTOGmxx2x3Fwp3DYNsjAhfFWZO-_91gHvRnPLN7J-cma9_Os9p4oQ-6YCxfSytNWzcMwPIaV6GfX4Ok_zJQ,Gadidesi Kanni,https://play-lh.googleusercontent.com/a/AATXAJwOVJPOtKhtJUYb-agyBxVApqmDREzIKA2xdn8E=mo,Very usefull tonevery one thank you,5,0,4.1.25,2021-11-17 17:48:48,,
1480,gp:AOqpTOH-AtZvnriBpyY7oHjiYiHjR8Hby3r155coNHXJR0hQ52Sp-QzH_qFOmpo47UHTWOzLyZp5_Jvr8lThsA,sapan vishwakarma,https://play-lh.googleusercontent.com/a-/AOh14GgeI2rLD55ZLWxg6A3pNfil5nZBA1z8zuRwgdJOPA,Excellent,4,0,4.1.25,2021-11-17 17:48:19,,
1481,gp:AOqpTOG9vndZtJSYGZ7NBXO-LtQ7XJRRG2ab5dXSZG-gQVGnbCN8z1hCDX8PYpl0tt7lFPTyxghpQwuflZus0g,Ranket Das,https://play-lh.googleusercontent.com/a/AATXAJyJm6f4WU5O6PuJEYV6M-r2WXHqEFsmVMRjxQDt=mo,RoketDas,5,0,,2021-11-17 17:46:54,,
1482,gp:AOqpTOHPZebpsaWGS_eta7mZOz1nK6NmRTJopBCZdLr_2JqJh3v5z75iVCCqXHmbKIEFe9JFG3HRVhzS9wmBaQ,K D gaming,https://play-lh.googleusercontent.com/a-/AOh14GgvsybOwlieFZM2TIka6IphoOZHC_m14EWkrHWR,He,5,0,4.1.24,2021-11-17 17:46:44,,
1483,gp:AOqpTOEFNwXpzrgOVw3toXzYfugQQYc6dk9vgZA0rXyJA3q_gp0-iAYjRip4PZQDhaYACRzdfgaHXi6OZ4bYBQ,Tippeswamy T.N,https://play-lh.googleusercontent.com/a-/AOh14Gimso7DYJBjjXLy9DCDwvlBO6oZ4bM3WaqLS-rJ1w,good,1,0,4.1.25,2021-11-17 17:46:13,,
1484,gp:AOqpTOGQKz3LfAUiNaVIZuURHst2Cy5_Lh27Zp4yqP9Fugu9ka__n4ooiaRMdXP36ydCo5oKzOFyXlXdJFYvpA,Aryan Singh Rajput,https://play-lh.googleusercontent.com/a/AATXAJxkVdlcNnwzsjuEsrf-aDGhVm_6KkexqQzG3bhg=mo,Very good,5,0,4.1.25,2021-11-17 17:45:57,,
1485,gp:AOqpTOEBkSj_XxChe7EVswX5Hkl9EGKCMP3RAAqpfL8uG08VlO7aPfqjqrdFt5hZa8flFfIqz3PEWiP3JHaEjg,Raju Parve,https://play-lh.googleusercontent.com/a/AATXAJwqcBboFRUUE7ziVZEEjDbEzuGIh7bwyx608GO8=mo,A1,5,0,4.1.25,2021-11-17 17:45:06,,
1486,gp:AOqpTOGhOBChd-RFPFsv7Gj5GS_A9NaQHlNHv5LPACJmpcmJYuM-SxEEr5x1KjsvZIsTV-lre5VyCDtSnZRDUg,Chandu Srinivas,https://play-lh.googleusercontent.com/a-/AOh14GiyfuR_ARXXI4EVr0wkE0fFch22wh3oyZ18XK55hw,"Very bad service I paid money from phonepe for Flipkart,then I cancelled my 
order , Flipkart refunded money to phonepe,but this phonepe not refunded my 
money to my card,very bad service",3,0,4.1.25,2021-11-17 17:43:53,"Hi Srinivas! Sorry to hear that. Let us get this checked for you. We request you to raise a Ticket by clicking on the transaction ID. If you have already raised a Ticket, please share the Ticket ID number here. Rest assured, your money is safe. ^JP
",2021-11-17 17:55:33
1487,gp:AOqpTOF_pwK--YaofGG2Ftcfw5dhuH2XjEEa_xPARd9LfVFwlTUnEj8w0SbJ6qdAyymBfRp8dTj77QwHMiA6Hw,Love kumar,https://play-lh.googleusercontent.com/a/AATXAJwXtuLaoIV8ONgxcQXCrGjPkB-W5cZ1ZXDmfzrE=mo,Good work pe pjone,5,0,4.1.25,2021-11-17 17:43:08,,
1488,gp:AOqpTOGUdmNrCosonUXYr_AqDSbxulKp7CrZqMcfwYmVnbwfO5W6FRyho9RxjRic48X3wWoTJcbDKH4GtAnqyg,Praveen Lamani,https://play-lh.googleusercontent.com/a/AATXAJyJt3hRFiB2W9marh2TWYvHa861JLnByY0UteUc=mo,Nice 👍👏😊,5,0,,2021-11-17 17:43:06,,
1489,gp:AOqpTOFPvRtmE-y2-o-RDqU6yD8fLgXTkX8eUR_d9doXfSmoaCr31WI9MG8HklkpFOXchbXQkUIRvMDsIpb_tw,SUSHIL SARAP,https://play-lh.googleusercontent.com/a-/AOh14GhyK7s2fIrTUblVw0_tzI9wBGmiTvxFzmIBSTT6,"Please read. I gave my friend rs 10000 cash and asked him to send me 10000 rs digitally at phone pe. He sent me & money debited from his account. I reached the hospital for treatment , when I try to pay doctors digitally it said no sufficient amount. When i checked there were only 486 rupees. This is phone pe service to it's costumers. Money deducted from sender's account but not credited to my account. Hopeless service.",1,0,,2021-11-17 17:42:23,Hi Sushil! We understand your concern. Please ask the other user to raise a Ticket via in-app support by clicking on the transaction ID. We will get it checked and get back to you with an update. You may also share the Ticket ID here for us to get it checked. ^JP,2021-11-17 18:00:00
1490,gp:AOqpTOH1QDqrVatyFE-n2zKVmdaXQ28aaN7v769S5z2GNls7KvZZEOQkhO3zS2XTcUSAv5j0ai5fKj8BeDztpw,chandu sekhar,https://play-lh.googleusercontent.com/a-/AOh14Gj5KgIAwiD47CIMndFH9R04We01IVknPadpjumpog,Good,5,0,4.1.25,2021-11-17 17:41:42,,
1491,gp:AOqpTOEd_gTmRMOyy8LI2jl7eNgeFhqLfNl9fSKfid15x5OZt57znmcDffUnvU3r3FWZusoWLJzJspJ6cKggow,Ikbal Shah,https://play-lh.googleusercontent.com/a/AATXAJxebgttvmIpPLQ4VnPGFA300MnyMyF6umDWsjyQ=mo,🤘🤘🤘,5,0,4.1.25,2021-11-17 17:41:34,,
1492,gp:AOqpTOFqOeFcNUEKKLfzUBghkQgEA0B4OLsmVCl2mrS7gi0RZQMovLK5pstsDxNWxnQKu635MmkehvbNpQq2_w,Ramesh Balakrishnan,https://play-lh.googleusercontent.com/a-/AOh14GhvTsOxtGUv0ZTzrBnjPkRayuirriXs4loNtWVjEA,Fast and safe,5,0,4.1.23,2021-11-17 17:41:21,,
1493,gp:AOqpTOHJ0SsecdGRxxiGN1U-cHMwBlvwnXLr642qt2BVZt5jFfyE-TSeFMf1iZzdK7moZFEHIIQr3A5-G8ITlQ,AYUSH GAMING,https://play-lh.googleusercontent.com/a-/AOh14GjTcHrScrLuZrotxqFoxOP0-Ia2D4RLfha7lYYKOw,Nice,4,0,4.1.04,2021-11-17 17:40:45,,
1494,gp:AOqpTOEgwK5O-lpyRcRCE4Yf9KieXN3-vweMMOYqZcIetc1i3ay5lPo6879m7UCXxKRyTDZoV10SbQWm2BkX_Q,कदम कुंदन,https://play-lh.googleusercontent.com/a-/AOh14Gj3LHc19kzExQqLAV-UGA-Igsx9dh39CCFLe49HjA,Good,5,0,4.1.20,2021-11-17 17:40:23,,
1495,gp:AOqpTOG6uIMBYy4hLuPdrcX9F8EwJSAOnyFwi2vTq5ff_24dlUdhCenJ-buiU4kFwjzRIxM7CkSd0AH1nqkKaA,Chandra Prakash Singh,https://play-lh.googleusercontent.com/a-/AOh14GgZyRlW8NkA77zYQ85zFWXzzBm1c-PrD99WHcfd-w,Easy to use.,5,0,4.1.13,2021-11-17 17:38:49,,
1496,gp:AOqpTOF-6tuXtzCLQ5wIjFM9o-oonTwZbPpnXR6PfLqfbQ71wjBbIzwvAnkFz9pKW_BoX2rb9CcI_EG27YibWg,Mr saif malik,https://play-lh.googleusercontent.com/a-/AOh14Gg9riMeAIaHpnEs8s-1CWv0_btccmd-zgH1WIy5wg,Good,5,0,4.1.25,2021-11-17 17:37:19,,
1497,gp:AOqpTOGDJg0AShL2vWqYg7JNOxDNaKt7ASYZm1PaOGwYCMNvG8xEm1PwNY38Ra6GoILNdefA8mrI8mZi0VCsOA,pappu pappu,https://play-lh.googleusercontent.com/a/AATXAJxdlsalBoG6Tv3RB_wYpjWX_tKOYeeQqOVW0nw_=mo,Hyy,5,0,4.1.15,2021-11-17 17:36:05,,
1498,gp:AOqpTOFZt4LeGwtUow5j54vrhkRYEO8qWAW3abdCYFnQXeeqXLbxjrhF9V6CRNqeM13RyAOb9gofnqMZ1KbAmA,Santosh Mohanta,https://play-lh.googleusercontent.com/a/AATXAJw3TrG7-_dfpwwbjubuec4ZJU8Il7FMi3pWFn6X=mo,Super,5,0,4.1.25,2021-11-17 17:34:49,,
1499,gp:AOqpTOHHOSf0VJr4QfY2yvY_kzXpXDMDcUJ29oPj4NuPmeCRIgF0Ypzrv5uY9tZpxfAky9LUUXr0kGQcTAF5ew,Samirkumar Laha,https://play-lh.googleusercontent.com/a-/AOh14GgKQngGMCE9yQZNYszm1ZvVs54aksQlPajUVsVojw,Best app.,3,0,4.1.25,2021-11-17 17:34:20,"Thank you for the feedback, Samirkumar. We are really glad that you like our product. Your support and voice are very important to us. ^JP
",2021-11-17 17:53:01
1500,gp:AOqpTOHGAajxAr0C833ymoc7-bk9zauUnvX8llvss2rqBKij4dFd-Nmy67TVFR6AO5VY-XiIciSNrH7v69RKpw,Ajay Kashyap,https://play-lh.googleusercontent.com/a-/AOh14Gg5Xd0LDTm2bn6NZ9_CpAym1dDCnGdcnxFy2qIps-k,Reliable and fast. Rarely fails.,4,0,4.1.25,2021-11-17 17:33:11,,
1501,gp:AOqpTOGCVOFdyzFS0_JEpWXdfPrn4SAKKDbzbBaG3l5PbvOeO9oSvjZKrimhHJqhikhZQDJ8L42lw1Yo8VNlpQ,Himanshu Khichar,https://play-lh.googleusercontent.com/a/AATXAJzp11GaxQZZhU1z4Ls6s3UOqeiTu6v19U1DVxac=mo,Gjg,1,0,,2021-11-17 17:32:35,"Hi Himanshu! Thank you for choosing PhonePe! Help us to know the reason behind this low rating. This will help us in improving our service and give you a better experience. ^JP
",2021-11-17 17:53:33
1502,gp:AOqpTOFpweKXR2XLLb9zQMNzlx2uTXvBbK6Av4zMHA4I89RoYv1p2G2zgrHrnJNdYF0Vp4bw05TK42HE8YZnWA,Sujay Sen,https://play-lh.googleusercontent.com/a-/AOh14Ghlyne2nkmLYgBjFqmjXMLC38W_6--p2qyxb544Yw,Good Enough,5,0,4.1.22,2021-11-17 17:32:32,,
1503,gp:AOqpTOFUOwXh-obG7XmuNSU_dCjH8vmncR62NDcOnVzw82Es8DVNfDYb-AwtGIqEI9Id9w5ND8-b12lmWsvNSw,Vivek Yadav,https://play-lh.googleusercontent.com/a-/AOh14Gh_9inwkhkXmhvS36QdjNpZ6fEPUy8SAZSEzAuvCA,Best,5,0,4.1.04,2021-11-17 17:32:24,,
1504,gp:AOqpTOEkMXqA-gcFUh0YpC5ksq93_11SH0WVeMGINgygwbeTKpbY3WRhkoHC4bhwPe76mjIl546IVY0XLqVk4g,Shikha Singh,https://play-lh.googleusercontent.com/a/AATXAJwQ0mExBtoVH7DqqkrDhBtrmH2TVlpFheb2NeV7=mo,Excellent,4,0,4.1.25,2021-11-17 17:30:46,,
1505,gp:AOqpTOFPNekoS5FDr6BU_J9xAVt_2vr-xkJQjkZnFOzpNKulHequXWz2CkkeokvDLf4eY50IBNPh5g4fDoadMw,Adithya p s,https://play-lh.googleusercontent.com/a-/AOh14GgACkguqWaPhdiKr53MloMw-dqGDQH61ZcIHDOS,Good,4,0,4.1.25,2021-11-17 17:25:58,,
1506,gp:AOqpTOEWR-q1r9dOTrpltqI74sroUIkLSX3_xBTTGBwzlUO2wOO-nwQVUTde10S1vHkS7IGxIMk0AwY4AyXQXA,NIKHIL RANA,https://play-lh.googleusercontent.com/a/AATXAJyUynrXMdAIDd2Etxm3obrfsj1Aky7KQIOtZFIB=mo,One app for all payments ✌️✌️,4,0,4.1.25,2021-11-17 17:25:28,,
1507,gp:AOqpTOHj3_AFE0zdeXOoeECwhrtsewvx7aSV-4bA4vq4864ZwSwMYilJnxvOuU-sAlV5cYPfkYmVf7yFQOumqg,Prasan Kumar Baral,https://play-lh.googleusercontent.com/a-/AOh14Gikry6iXybNMpXg4BvuKRYJBX9VKXEqcm1CYkH1LA,"My first online payment service . But it is very worst application . When I recharged my phone balance i lost my two rupees without reason . Almost Google pay , Amazon pay and also paytm didn't charge any rupee. 😤😤😤😤😠😡😠😡😠 .",1,0,4.1.24,2021-11-17 17:25:23,,
1508,gp:AOqpTOH9Q3F4ag5TNjTMziagx7WphbsZ2Dxh4cRVu-00-TVXT9s2biBBDlUIkltQ9fS02DlP8aca3xLJ0d6z4Q,kundan kumar,https://play-lh.googleusercontent.com/a/AATXAJx6qLWZyUI-A-LWkuHbmJyq32isH6H26mjFedSc=mo,Nice,5,0,4.1.25,2021-11-17 17:25:08,,
1509,gp:AOqpTOGmZDzNIX0X1ezhxdP9ON1ydHItMGu-W_oAzYNKzNQCasj7Wzby81ehgYTbHORnlD2qmWerIu2ljJxY7g,Concept Studio subrata,https://play-lh.googleusercontent.com/a-/AOh14GhxFKA2H51z8Y7JFaCiepHy2UpS0hSkW3hLbJwq5g,Nic app,5,0,4.1.25,2021-11-17 17:25:00,,
1510,gp:AOqpTOFpXEvCzBmhfpWm5OyC2cfVWT2Cg1rsMq--zxkbgCWiaSMgJA6aPXjj7k2ltonqyfbp9AbIVMHqpL-Rkw,G Chandrasekaran,https://play-lh.googleusercontent.com/a/AATXAJwv2V7scUcw4ZMgPxbxuOHMCVLnYD2p3XpsKIom=mo,Awesome app,5,0,4.1.25,2021-11-17 17:24:57,,
1511,gp:AOqpTOE6J7CCPjB-f7zcTtkOBpqFZedAfG-jt5exJqeUCDsEGMw0M3942i4FXdkNBHk2PuqiidPCBQ0R69sLaQ,YT Sameer,https://play-lh.googleusercontent.com/a-/AOh14Gh1EkzJ7LB4pLbZVo-h4iT68cMqakFSVe0FzV_L1g,Superb app for tranjection,5,0,4.1.25,2021-11-17 17:23:54,,
1512,gp:AOqpTOE5b5d1XLUaSvHANoznu5JUU7OWSx2vEE4cRiPeZTOJPVF7eOoJeRMSz6TwFtXw-90mNVq8JXoctNVucw,Pradeep Kushwah,https://play-lh.googleusercontent.com/a/AATXAJy9WN8xkmIDzPtCuA2IXjYZpBA6Bjrcippq65Optw=mo,Bad experience,1,0,4.1.25,2021-11-17 17:23:44,"Hi Pradeep, we apologize for the inconvenience. Please share your feedback in detail, as it is important for us to provide the best customer experience to our users. Please contact us via our in-app support channel. ^JP
",2021-11-17 17:49:15
1513,gp:AOqpTOHv1E45lrzYVUIo9GJj2xcp7lJ0NmMiDdOpdePOe_uaSpehga_1v4R-p5pqWQ7tXIgESzEZmj8RmLnNEA,Guddu Technical,https://play-lh.googleusercontent.com/a-/AOh14GgRydIMgfPGr0vu-KO-XKMjnimWS-F8lx-9gROzUw,Good application,5,0,4.1.25,2021-11-17 17:22:31,,
1514,gp:AOqpTOHnXM-DDM7r1U0o6EwuP1QZqEPoFOLw6a2JfuPKEBmjZlPHYXnQPpSRXVmXF7lcqZYdodUgp_fK91YBDA,Sandip Jambhule,https://play-lh.googleusercontent.com/a/AATXAJwJIXg6dxvYL7AjQd9giSLVhLsjxvclkkKM7NPo=mo,Very nice,5,0,4.1.25,2021-11-17 17:22:16,,
1515,gp:AOqpTOFwGnLdEhl1m4ii2F6qtoeIGGXK5uaMUy_hotP09m1nLwmG5DCX405cTPYHEHQl3SMd4fBRMK_BSYFDOw,Salim Khan,https://play-lh.googleusercontent.com/a-/AOh14GjI8GhmABW8nolmqZjQdyq5-tkxQQ_THurgIg8I,Good,3,0,4.1.25,2021-11-17 17:21:42,"Thank you for the feedback, Salim. We are committed to providing our customers with exceptional services. Keep using PhonePe. ^JP
",2021-11-17 17:51:17
1516,gp:AOqpTOFyWKgg2Nca7pmEhsPy54OEFr0Xxw5dwZ2-t6SvcWLBZ7RMmZy6WSdeAu2RBFKDZTD_E991KjZqipZAyw,Roushan Ara,https://play-lh.googleusercontent.com/a-/AOh14GjM234tag3FdxC5q_RJbOEu34BmHhBebPN5ows,Happy,1,0,4.1.25,2021-11-17 17:21:35,"Hi Roushan! Thank you for the review. We would like to know the reason behind this low rating. This will help us in improving our service and give you a better experience. ^JP
",2021-11-17 17:51:48
1517,gp:AOqpTOGnNf1zVnl2dlhM18X3zj1whrBo36O5e8dmydWJrt-wHzbeBzHIgA3IVGmcfH9VtleuQMhRBhWI1-eQ8w,Guniganti Dhanamma,https://play-lh.googleusercontent.com/a/AATXAJxIbuwUwpMk2OiGU3pjHDaW5pi6iXLH1pjm86Vr=mo,Super,5,0,4.1.25,2021-11-17 17:20:47,,
1518,gp:AOqpTOEDP8SZvCSC1D_Gg9HmxDAS20nUOH9RSwBv_7TgmgTrHEAgm-uidSao3xu38Li7P96_snnf245TSAwCAQ,Azm Azeem,https://play-lh.googleusercontent.com/a/AATXAJycQEbk9ksL4myYS0ye8vFFb9R8MZStv4b0iaa8=mo,Op,5,0,,2021-11-17 17:19:44,,
1519,gp:AOqpTOFOzSFpvJHHg39rL6Q4jJht2gNx0OXUuQdZVvUW4vmAQWJBjMdiF7AGBGoSG0bl7bb5cCDgvSw33BT1Qg,Prince Kumar,https://play-lh.googleusercontent.com/a/AATXAJyG5uW9bg8rTOcq51m3eiJvymDCn_Oui8j5IU9H=mo,This is very usefull app my inputent work are ready and I intrested,5,0,4.1.25,2021-11-17 17:19:34,,
